"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2018","AQS","390010001","3","8.7","ug/m3 LC","36","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/02/2018","AQS","390010001","3","8.7","ug/m3 LC","36","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/03/2018","AQS","390010001","3","7.1","ug/m3 LC","30","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/04/2018","AQS","390010001","3","6.6","ug/m3 LC","28","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/05/2018","AQS","390010001","3","6.8","ug/m3 LC","28","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/06/2018","AQS","390010001","3","7.6","ug/m3 LC","32","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/07/2018","AQS","390010001","3","4.5","ug/m3 LC","19","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/08/2018","AQS","390010001","3","5.6","ug/m3 LC","23","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/09/2018","AQS","390010001","3","8.2","ug/m3 LC","34","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/10/2018","AQS","390010001","3","5.9","ug/m3 LC","25","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/11/2018","AQS","390010001","3","2.5","ug/m3 LC","10","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/12/2018","AQS","390010001","3","2.6","ug/m3 LC","11","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/13/2018","AQS","390010001","3","2.4","ug/m3 LC","10","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/14/2018","AQS","390010001","3","5.2","ug/m3 LC","22","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/15/2018","AQS","390010001","3","4.8","ug/m3 LC","20","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/17/2018","AQS","390010001","3","8.5","ug/m3 LC","35","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/18/2018","AQS","390010001","3","9.4","ug/m3 LC","39","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/19/2018","AQS","390010001","3","7","ug/m3 LC","29","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/20/2018","AQS","390010001","3","4.7","ug/m3 LC","20","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/21/2018","AQS","390010001","3","5.8","ug/m3 LC","24","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/22/2018","AQS","390010001","3","5","ug/m3 LC","21","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/23/2018","AQS","390010001","3","3.5","ug/m3 LC","15","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/24/2018","AQS","390010001","3","3.9","ug/m3 LC","16","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/25/2018","AQS","390010001","3","5.3","ug/m3 LC","22","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/26/2018","AQS","390010001","3","4.4","ug/m3 LC","18","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/27/2018","AQS","390010001","3","5.4","ug/m3 LC","23","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/28/2018","AQS","390010001","3","5.9","ug/m3 LC","25","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/29/2018","AQS","390010001","3","6.1","ug/m3 LC","25","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/30/2018","AQS","390010001","3","3.4","ug/m3 LC","14","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"01/31/2018","AQS","390010001","3","3.6","ug/m3 LC","15","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/01/2018","AQS","390010001","3","6.1","ug/m3 LC","25","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/02/2018","AQS","390010001","3","5.1","ug/m3 LC","21","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/03/2018","AQS","390010001","3","3.7","ug/m3 LC","15","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/04/2018","AQS","390010001","3","6.3","ug/m3 LC","26","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/05/2018","AQS","390010001","3","4.3","ug/m3 LC","18","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/06/2018","AQS","390010001","3","5.5","ug/m3 LC","23","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/15/2018","AQS","390010001","3","3.8","ug/m3 LC","16","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/16/2018","AQS","390010001","3","5.5","ug/m3 LC","23","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
"02/17/2018","AQS","390010001","3","5.4","ug/m3 LC","23","West Union","1","100.0000","88502","Acceptable PM2.5 AQI & Speciation Mass","","","39","Ohio","001","Adams","38.79471","-83.53398"
